1480,21,70.47619047619048,run-red,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
5,1,5.0,pills-pink,no-video-task,"When I looked at the data, I was able to recognize WHEN an event occurred. "
58,17,3.411764705882353,pill-red,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched. "
1160,17,68.23529411764706,pill-orange,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
510,9,56.666666666666664,run-red,no-data-task,What percentage of the video do you think you were able to annotate? 
1000,17,58.8235294117647,run-yellow,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
30,9,3.3333333333333335,pill-orange,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched. "
88,21,4.190476190476191,run-yellow,no-video-task,I was satisfied having only data for this task. 
67,17,3.9411764705882355,run-red,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
44,12,3.6666666666666665,run-red,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portr$"
145,38,3.8157894736842106,pills-survey,not applicable,"After annotating for several rounds, how essential would it be to have data?"
181,38,4.7631578947368425,run-survey,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have data for the first round? "
2050,21,97.61904761904762,run-yellow,no-video-task,What percentage of the video do you think you were able to annotate? 
2830,38,74.47368421052632,pill-blue,has-both-task,"What percentage of events you annotated fell within the window of error, do you think?"
1630,21,77.61904761904762,pill-red,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
2010,21,95.71428571428571,pill-red,no-video-task,What percentage of the video do you think you were able to annotate? 
176,38,4.631578947368421,pills-survey,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have data for the first round? "
860,17,50.588235294117645,pill-red,no-data-task,What percentage of the video do you think you were able to annotate? 
61,17,3.588235294117647,pill-orange,no-video-task,I was satisfied having only data for this task. 
160,38,4.2105263157894735,run-survey,not applicable,"After annotating for several rounds, how essential would it be to have data?"
93,21,4.428571428571429,run-yellow,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
2960,38,77.89473684210526,run-blue,has-both-task,"What percentage of events you annotated fell within the window of error, do you think?"
157,38,4.131578947368421,pill-blue,has-both-task,"When I looked at the data, I was able to recognize WHAT event was occurring"
45,12,3.75,pill-orange,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portr$"
490,9,54.44444444444444,pill-orange,no-data-task,What percentage of the video do you think you were able to annotate? 
74,21,3.5238095238095237,pill-red,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
580,12,48.333333333333336,run-red,no-data-task,What percentage of the video do you think you were able to annotate?
102,38,2.6842105263157894,pills-survey,not applicable,"After annotating for several rounds, how essential would it be to have video?"
4,1,4.0,pills-pink,no-video-task,"When I saw this data PREVIOUSLY, I was able to see the pattern of WHEN events occurred."
2930,38,77.10526315789474,run-blue,has-both-task,What percentage of the video do you think you were you able to annotate?
1630,17,95.88235294117646,run-red,no-video-task,What percentage of the video do you think you were able to annotate? 
1620,21,77.14285714285714,pill-orange,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
1100,17,64.70588235294117,run-red,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
3050,38,80.26315789473684,pill-blue,has-both-task,What percentage of the video do you think you were you able to annotate?
60,21,2.857142857142857,pill-orange,no-data-task,I was satisfied having only video for this task.
790,17,46.470588235294116,run-yellow,no-data-task,What percentage of the video do you think you were able to annotate? 
1690,21,80.47619047619048,run-yellow,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
850,12,70.83333333333333,pill-orange,no-data-task,What percentage of the video do you think you were able to annotate?
69,17,4.0588235294117645,run-red,no-video-task,I was satisfied having only data for this task. 
1630,17,95.88235294117646,pill-orange,no-video-task,What percentage of the video do you think you were able to annotate? 
161,38,4.2368421052631575,run-blue,has-both-task,"When I looked at the data, I was able to recognize WHAT event was occurring"
3,1,3.0,pills-pink,no-video-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
