6152017,0.6669523337
42,0.7830517773
29,0.409573237286
user008,0.847827976114
24,0.793134212971
25,0.890728203271
27,0.799599021129
20,0.837083984486
21,0.851054795971
22,0.859837928014
23,0.496489903971
44,0.868154088829
28,0.761428896443
43,0.744101238171
40,0.6550994064
41,0.753487391757
1,0.675031380686
2,0.530792252
7,0.834649909914
6,0.592785097371
9,0.742537784343
13,0.792160401386
38,0.737114485729
user014,0.7058784347
11,0.863256753471
10,0.790581239143
39,0.717232445386
12,0.8637298184
15,0.3820951308
17,0.544600559629
graceef,0.715629567243
16,0.364791737257
33,0.836195377614
18,0.754366604043
31,0.653716103757
30,0.719870155386
37,0.624733917357
36,0.506123496943
35,0.820847378657
34,0.7289625921
19,0.648409948229
