ABCD,2740,55,49.81818181818182,run-comb-red-yellow,no-data-task,What percentage of the video do you think you were able to annotate?
ABCD,173,55,3.1454545454545455,run-comb-red-yellow,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched."
ABCD,51,13,3.923076923076923,pills-pink-same,no-video-task,"When I saw this data PREVIOUSLY, I was able to see the pattern of WHAT events were occurring."
ABCD,3770,56,67.32142857142857,pill-comb-red-orange,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,250,56,4.464285714285714,pills-survey-same,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have video for the first round?"
ABCD,204,53,3.849056603773585,run-survey-same,not applicable,"After annotating for several rounds, how essential would it be to have data?"
ABCD,52,13,4.0,pills-pink-same,no-video-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
ABCD,210,57,3.6842105263157894,pill-blue-same,has-both-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
ABCD,63,13,4.846153846153846,pills-pink-same,no-video-task,"When I saw this data PREVIOUSLY, I was able to see the pattern of WHEN events occurred."
ABCD,229,53,4.320754716981132,run-survey-same,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have data for the first round?"
ABCD,247,56,4.410714285714286,run-blue-same,has-both-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
ABCD,235,56,4.196428571428571,pills-survey-same,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have data for the first round?"
ABCD,198,56,3.5357142857142856,pills-survey-same,not applicable,"After annotating for several rounds, how essential would it be to have data?"
ABCD,4350,57,76.3157894736842,pill-blue-same,has-both-task,What percentage of the video do you think you were able to annotate?
ABCD,2980,55,54.18181818181818,pill-comb-red-orange,no-data-task,What percentage of the video do you think you were able to annotate?
ABCD,129,56,2.3035714285714284,pills-survey-same,not applicable,"After annotating for several rounds, how essential would it be to have video?"
ABCD,164,55,2.981818181818182,pill-comb-red-orange,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched."
ABCD,65,13,5.0,pills-pink-same,no-video-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
ABCD,3920,56,70.0,pill-comb-red-orange,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,4190,56,74.82142857142857,run-blue-same,has-both-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,185,56,3.3035714285714284,pill-comb-red-orange,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
ABCD,5150,56,91.96428571428571,pill-comb-red-orange,no-video-task,What percentage of the video do you think you were able to annotate?
ABCD,213,56,3.8035714285714284,run-blue-same,has-both-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
ABCD,187,52,3.5961538461538463,run-comb-red-yellow,no-video-task,I was satisfied having only data for this task.
ABCD,240,56,4.285714285714286,pill-blue-same,has-both-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
ABCD,4100,57,71.9298245614035,pill-blue-same,has-both-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,162,56,2.892857142857143,pill-comb-red-orange,no-video-task,I was satisfied having only data for this task.
ABCD,95,55,1.7272727272727273,run-comb-red-yellow,no-data-task,I was satisfied having only video for this task.
ABCD,197,52,3.7884615384615383,run-comb-red-yellow,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
ABCD,4980,52,95.76923076923077,run-comb-red-yellow,no-video-task,What percentage of the video do you think you were able to annotate?
ABCD,3490,55,63.45454545454545,run-comb-red-yellow,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,225,53,4.245283018867925,run-survey-same,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have video for the first round?"
ABCD,95,53,1.7924528301886793,run-survey-same,not applicable,"After annotating for several rounds, how essential would it be to have video?"
ABCD,4430,56,79.10714285714286,run-blue-same,has-both-task,What percentage of the video do you think you were able to annotate?
ABCD,3640,52,70.0,run-comb-red-yellow,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,114,55,2.0727272727272728,pill-comb-red-orange,no-data-task,I was satisfied having only video for this task.
