ABCD,5.0,1.0,5.0,5,pil,no-video-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
ABCD,298.0,76.0,3.9210526315789473,5,pil,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
ABCD,363.0,76.0,4.776315789473684,5,pil,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have video for the first round?"
ABCD,364.0,76.0,4.7894736842105265,5,run,has-both-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
ABCD,318.0,76.0,4.184210526315789,5,pil,has-both-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
ABCD,5790.0,76.0,76.1842105263158,100,pil,has-both-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,3.0,1.0,3.0,5,pil,no-video-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
ABCD,305.0,76.0,4.0131578947368425,5,pil,not applicable,"After annotating for several rounds, how essential would it be to have data?"
ABCD,7320.0,76.0,96.3157894736842,100,run,no-video-task,What percentage of the video do you think you were able to annotate?
ABCD,285.0,76.0,3.75,5,run,no-video-task,I was satisfied having only data for this task.
ABCD,5980.0,76.0,78.6842105263158,100,pil,has-both-task,What percentage of the video do you think you were able to annotate?
ABCD,275.0,76.0,3.6184210526315788,5,pil,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched."
ABCD,5050.0,76.0,66.44736842105263,100,pil,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,186.0,76.0,2.4473684210526314,5,run,not applicable,"After annotating for several rounds, how essential would it be to have video?"
ABCD,4080.0,76.0,53.68421052631579,100,run,no-data-task,What percentage of the video do you think you were able to annotate?
ABCD,4.0,1.0,4.0,5,pil,no-video-task,"When I saw this data PREVIOUSLY, I was able to see the pattern of WHEN events occurred."
ABCD,2.0,1.0,2.0,5,pil,no-video-task,"When I saw this data PREVIOUSLY, I was able to see the pattern of WHAT events were occurring."
ABCD,357.0,76.0,4.697368421052632,5,pil,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have data for the first round?"
ABCD,5580.0,76.0,73.42105263157895,100,run,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,184.0,76.0,2.4210526315789473,5,run,no-data-task,I was satisfied having only video for this task.
