4,1,4.0,no-video-task,"When I saw this data PREVIOUSLY, I was able to see the pattern of WHEN events occurred."
103,28,3.6785714285714284,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
5,1,5.0,no-video-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
134,28,4.785714285714286,has-both-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
2660,28,95.0,no-video-task,What percentage of the video do you think you were able to annotate?
129,28,4.607142857142857,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have data for the first round?"
134,28,4.785714285714286,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have video for the first round?"
2270,28,81.07142857142857,has-both-task,"What percentage of events you annotated fell within the window of error, do you think?"
96,28,3.4285714285714284,no-video-task,I was satisfied having only data for this task.
73,28,2.607142857142857,not applicable,"After annotating for several rounds, how essential would it be to have video?"
118,28,4.214285714285714,has-both-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
2030,28,72.5,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
2,1,2.0,no-video-task,"When I saw this data PREVIOUSLY, I was able to see the pattern of WHAT events were occurring."
1490,28,53.214285714285715,no-data-task,What percentage of the video do you think you were able to annotate?
2230,28,79.64285714285714,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
3,1,3.0,no-video-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
103,28,3.6785714285714284,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched."
111,28,3.9642857142857144,not applicable,"After annotating for several rounds, how essential would it be to have data?"
2190,28,78.21428571428571,has-both-task,What percentage of the video do you think you were able to annotate?
75,28,2.6785714285714284,no-data-task,I was satisfied having only video for this task.
